id,verification_status,owner_id,created_by,customer_id,property_type,category,property_area,area_unit,seeking_address,district_id,municipal_id,province_id,city,layout,rent_amount,stay_period,service_amount,service_charge,family_member_adult,family_member_children,compound,furnished,commode_compulsory,parking_space,car_parking,bike_parking,road_size,road_type,renting_purpose,delete,remarks,tenant_agreement,status,created_at,updated_at,ward_num,map_url,amenities,share_map_url,verification_note
34,pending,3,3,76,FLAT,RESIDENTIAL,,,Mahendrapul to ratna chowk,38,,,,1R,0,,,,0,0,NO,NO,NO,NO,,,,,for office use,1,,,ACTIVE,2024-08-15T09:43:20.000Z,2024-08-15T09:43:20.000Z,,,,,
35,pending,3,3,76,FLAT,RESIDENTIAL,,,Mahendrapul to ratna chowk,38,,,,1R,0,,,,0,0,NO,NO,NO,NO,,,,,for office use,1,,,ACTIVE,2024-08-15T09:43:20.000Z,2024-08-15T09:43:20.000Z,,,,,
36,pending,3,3,77,ROOM,RESIDENTIAL,,,newroad nayabajar palikhe chowk,38,,,,2R,0,,,,0,0,NO,NO,NO,YES,,,,,xd,1,,,ACTIVE,2024-08-15T09:44:35.000Z,2024-08-15T09:44:35.000Z,,,,,
37,pending,3,3,78,FLAT,RESIDENTIAL,,,"birauta nagdhunga ratnachowk,masbar prithivichowk",38,,,,2BHK,0,,,,2,2,NO,NO,NO,YES,,,,,bike parking  needed,1,,,ACTIVE,2024-08-15T09:46:23.000Z,2024-08-15T09:46:23.000Z,,,,,
38,pending,3,3,107,FLAT,RESIDENTIAL,,,Bagar to lamachaur,38,,,,2BHK,15000,,,,0,0,YES,NO,NO,YES,1,1,,,ground floor only,1,,,ACTIVE,2024-08-15T09:54:16.000Z,2024-08-15T09:54:16.000Z,,,,,
39,pending,3,3,80,FLAT,RESIDENTIAL,,,damside,38,,,,2BHK,0,,,,1,1,NO,NO,NO,YES,,,,,y,1,,,ACTIVE,2024-08-15T09:55:49.000Z,2024-08-15T09:55:49.000Z,,,,,
40,pending,3,3,81,ROOM,SEMI_COMMERCIAL,,,sedi /lakeside,38,,,,2R,8000,,,,0,0,NO,NO,NO,NO,,,,,hall studio ko lagi peaceful location huna paryo,1,,,ACTIVE,2024-08-15T09:57:53.000Z,2024-08-15T09:57:53.000Z,,,,,
41,pending,3,3,82,FLAT,RESIDENTIAL,,,Ratna Chowk,38,,,,2BHK,0,,,,0,0,NO,NO,NO,YES,,,,,ground floor,1,,,ACTIVE,2024-08-15T09:59:07.000Z,2024-08-15T09:59:07.000Z,,,,,
42,pending,3,3,83,FLAT,TOURISM,,,pokhara 13/14,38,224,4,Pokhara,1R,20000,,,,0,0,NO,NO,NO,NO,,,,,f,1,,,ACTIVE,2024-08-15T10:03:30.000Z,2025-03-20T11:10:03.000Z,12,,,,
43,pending,3,3,84,FLAT,RESIDENTIAL,,,sayapatri chowk/janapath tole/Ranipauwa,38,,,,1BHK,11000,,,,0,0,NO,NO,NO,NO,,,,,11000 include water and electricity,1,,,ACTIVE,2024-08-15T10:06:25.000Z,2024-08-15T10:06:25.000Z,,,,,
44,pending,3,3,85,ROOM,RESIDENTIAL,,,Fulbari /ranipauwa,38,,,,1R,10000,,,,0,0,NO,NO,NO,NO,,,,,6\7 samma 1 room,1,,,ACTIVE,2024-08-15T10:08:10.000Z,2024-08-15T10:08:10.000Z,,,,,
45,pending,3,3,87,ROOM,RESIDENTIAL,,,masbar zero,38,,,,1R,0,,,,1,0,NO,NO,NO,NO,,,,,w,1,,,ACTIVE,2024-08-15T10:09:35.000Z,2024-08-15T10:09:35.000Z,,,,,
46,pending,3,3,88,OFFICE_SPACE,COMMERCIAL,,,zero malepatan newroad,38,,,,2R,25000,,,,,,NO,NO,NO,NO,,,,,travel agency office,1,,,ACTIVE,2024-08-15T10:26:17.000Z,2024-08-15T10:26:17.000Z,,,,,
47,pending,3,3,89,ROOM,RESIDENTIAL,,,sedi /lakeside,38,,,,1R,15000,,,,1,1,NO,NO,NO,YES,,,,,e,1,,,ACTIVE,2024-08-15T10:27:24.000Z,2024-08-15T10:27:24.000Z,,,,,
48,pending,3,3,90,HOUSE,RESIDENTIAL,,,lakeside pame,38,,,,1R,0,,,,0,0,NO,NO,NO,NO,,,,,parking vayeako /car bike,1,,,ACTIVE,2024-08-15T10:29:37.000Z,2024-08-15T10:29:37.000Z,,,,,
49,pending,3,3,91,FLAT,RESIDENTIAL,,,birauta mustang chowk malepatan,38,,,,2BHK,15000,,,,1,1,NO,NO,NO,NO,,,,,c,1,,,ACTIVE,2024-08-15T10:33:39.000Z,2024-08-15T10:33:39.000Z,,,,,
50,pending,3,3,92,FLAT,RESIDENTIAL,,,birauta around,38,,,,3BHK,30000,,,,0,0,NO,NO,NO,NO,,,,,for government quarter,1,,,ACTIVE,2024-08-15T10:35:10.000Z,2024-08-15T10:35:10.000Z,,,,,
51,pending,3,3,94,FLAT,RESIDENTIAL,,,damside birauta,38,,,,2BHK,0,,,,4,0,NO,NO,NO,YES,,,,,cfc,1,,,ACTIVE,2024-08-15T11:24:19.000Z,2024-08-15T11:24:19.000Z,,,,,
52,pending,3,3,97,HOUSE,RESIDENTIAL,,,Hospital najik/nursing campus area,38,,,,1R,12000,,,,3,0,YES,NO,NO,YES,,2,,,h,1,,,ACTIVE,2024-08-15T11:26:18.000Z,2024-08-15T11:26:18.000Z,,,,,
53,pending,3,3,98,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,,,2BHK,0,,,,6,0,NO,NO,YES,NO,,,,,tin ko kotha vayea ni huncha,1,,,ACTIVE,2024-08-15T11:28:05.000Z,2024-08-15T11:28:05.000Z,,,,,
54,pending,3,3,397,FLAT,RESIDENTIAL,,,Srijana Chowk/Ratnachowk,38,,,,1R,20000,,,,2,2,NO,NO,YES,YES,,,,,e,1,,,ACTIVE,2024-08-25T08:16:38.000Z,2024-08-25T08:16:38.000Z,,,,,
55,pending,3,3,398,ROOM,RESIDENTIAL,,,Chipledhunga/Nayabajar,38,,,,1R,7000,,,,1,1,YES,NO,YES,NO,,,,,f,1,,,ACTIVE,2024-08-25T08:18:21.000Z,2024-08-25T08:18:21.000Z,,,,,
56,pending,3,3,399,FLAT,RESIDENTIAL,,,Newroad/Chhipledhunga/Fulbari /Ranipauwa,38,,,,2BHK,18000,,,,2,2,NO,NO,YES,YES,,,,,f,1,,,ACTIVE,2024-08-25T08:20:53.000Z,2024-08-25T08:20:53.000Z,,,,,
57,pending,3,3,430,FLAT,RESIDENTIAL,,,lakeside /malepatan,38,,,,2BHK,25000,,,,2,0,NO,NO,YES,NO,,,,,self,1,,,ACTIVE,2024-08-26T09:26:09.000Z,2024-08-26T09:26:09.000Z,,,,,
58,pending,3,3,434,FLAT,RESIDENTIAL,,,Nadipur/Fulbari/Ranipauwa/Arround IT college,38,,,,1R,15000,,,,2,2,YES,NO,NO,NO,,,,,self,1,,,ACTIVE,2024-08-27T11:44:13.000Z,2024-08-27T11:44:13.000Z,,,,,
59,pending,3,3,435,ROOM,TOURISM,,,chhorepatan,38,,,,2R,7000,,,,1,1,NO,NO,NO,NO,,,,,self,1,e,,ACTIVE,2024-08-27T11:52:31.000Z,2024-08-27T11:55:51.000Z,,,,,
60,pending,3,3,440,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,,,2BHK,14000,,,,2,2,NO,NO,NO,YES,,,,,2,1,2,,ACTIVE,2024-08-28T08:59:09.000Z,2024-08-28T08:59:09.000Z,,,,,
61,pending,3,3,441,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,,,2BHK,18000,,,,1,2,YES,NO,NO,YES,,,,,w,1,,,ACTIVE,2024-08-28T09:01:05.000Z,2024-08-28T09:01:05.000Z,,,,,
62,pending,3,3,448,FLAT,RESIDENTIAL,,,Aarchalbot/Parsyang,38,,,,3R,13000,,,,2,2,YES,NO,NO,YES,,,,,2,1,,,ACTIVE,2024-08-29T12:22:35.000Z,2024-08-29T12:22:35.000Z,,,,,
63,pending,3,3,449,FLAT,RESIDENTIAL,,,fulbari,38,,,,2BHK,14000,,,,2,2,NO,NO,NO,NO,,,,,c,1,,,ACTIVE,2024-08-29T12:24:32.000Z,2024-08-29T12:24:32.000Z,,,,,
64,pending,3,3,450,ROOM,TOURISM,,,Fulbari /ranipauwa,38,,4,pokhara,2BHK,10000,,,,2,0,YES,YES,NO,YES,,,,,2,1,,,ACTIVE,2024-08-30T07:59:04.000Z,2024-10-02T12:55:17.000Z,,,,,
65,pending,3,3,457,ROOM,RESIDENTIAL,,,Fulbari /ranipauwa,38,,,,1R,6500,,,,2,0,NO,NO,NO,YES,,,,,q,1,,,ACTIVE,2024-08-30T08:09:54.000Z,2024-08-30T08:09:54.000Z,,,,,
66,pending,3,3,455,FLAT,RESIDENTIAL,,,Ranipauwa,38,,,,2BHK,15000,,,,2,2,YES,NO,YES,YES,,,,,ws,1,,,ACTIVE,2024-08-30T08:11:03.000Z,2024-08-30T08:11:03.000Z,,,,,
67,pending,3,3,454,OFFICE_SPACE,COMMERCIAL,,,Srijana Chowk /Amarsing chowk,38,,,,1R,11000,,,,,,NO,NO,NO,NO,,,,,official use,1,,,ACTIVE,2024-08-30T08:12:33.000Z,2024-08-30T08:12:33.000Z,,,,,
68,pending,3,3,453,FLAT,RESIDENTIAL,,,Ranipauwa,38,,,,1R,15000,,,,2,0,NO,NO,NO,YES,,,,,e,1,,,ACTIVE,2024-08-30T08:13:46.000Z,2024-08-30T08:13:46.000Z,,,,,
69,pending,3,3,452,ROOM,RESIDENTIAL,,,Bindabasini Zero,38,,,,1R,6000,,,,1,0,NO,NO,NO,YES,,,,,d,1,,,ACTIVE,2024-08-30T08:15:30.000Z,2024-08-30T08:15:30.000Z,,,,,
70,pending,3,3,451,ROOM,RESIDENTIAL,,,Birauta /Rastrabank Himali tole,38,,,,1R,6000,,,,2,0,NO,NO,NO,YES,,,,,c,1,,,ACTIVE,2024-08-30T08:16:57.000Z,2024-08-30T08:16:57.000Z,,,,,
71,pending,3,3,474,ROOM,RESIDENTIAL,,,Aarchalbot/Parsyang/Ranipauwa /Fulbari,38,,,,1R,5500,,,,2,0,NO,NO,NO,NO,,,,,self,1,,,ACTIVE,2024-09-01T12:10:48.000Z,2024-09-01T12:10:48.000Z,,,,,
72,pending,3,3,472,ROOM,RESIDENTIAL,,,fulbari,38,,,,1R,5000,,,,2,1,NO,NO,NO,NO,,,,,e,1,,,ACTIVE,2024-09-01T12:13:29.000Z,2024-09-01T12:13:29.000Z,,,,,
73,pending,3,3,501,LAND,RESIDENTIAL,,,pokhara,38,,,,,100000,,,,,,,,,,,,,,kukhura farm,1,,,ACTIVE,2024-09-02T13:15:16.000Z,2024-09-02T13:15:16.000Z,,,,,
74,pending,3,3,502,ROOM,RESIDENTIAL,,,Ranipauwa,38,,,,1R,8000,,,,2,1,YES,NO,NO,YES,,,,,BV,1,,,ACTIVE,2024-09-02T13:16:20.000Z,2024-09-02T13:16:20.000Z,,,,,
75,pending,3,3,503,HOUSE,SEMI_COMMERCIAL,,,Gairapatan,38,,,,6BHK,50000,,,,0,0,YES,NO,NO,YES,,,,,official use,1,,,ACTIVE,2024-09-02T13:18:12.000Z,2024-09-02T13:18:12.000Z,,,,,
76,pending,3,3,504,FLAT,RESIDENTIAL,,,Ranipauwa,38,,,,1R,12000,,,,1,1,YES,NO,YES,NO,,,,,w,1,,,ACTIVE,2024-09-02T13:20:05.000Z,2024-09-02T13:20:05.000Z,,,,,
77,pending,3,3,526,FLAT,RESIDENTIAL,,,Ranipauwa,38,,,,1BHK,15000,,,,2,1,NO,NO,YES,YES,,,,,2,1,2,,ACTIVE,2024-09-09T12:56:14.000Z,2024-09-09T12:56:14.000Z,,,,,
78,pending,3,3,536,FLAT,RESIDENTIAL,,,Prithivichowk/Srijanachowk,38,,,,1R,15000,,,,2,2,NO,NO,NO,YES,,,,,s,1,,,ACTIVE,2024-09-11T09:05:11.000Z,2024-09-11T09:05:11.000Z,,,,,
80,pending,3,3,534,ROOM,RESIDENTIAL,,,Prithivichowk/Srijanachowk,38,,,,1R,15000,,,,1,1,NO,NO,NO,YES,,,,,2 barsa Basni,1,,,ACTIVE,2024-09-11T09:07:45.000Z,2024-09-11T09:07:45.000Z,,,,,
81,pending,3,3,544,FLAT,RESIDENTIAL,,,Lakeside,38,,,Lakeside,1R,20000,,,,2,1,YES,NO,NO,YES,,,,,w,1,ws,,ACTIVE,2024-09-15T12:09:52.000Z,2024-09-15T12:09:52.000Z,,,,,
82,pending,3,3,564,FLAT,RESIDENTIAL,,,Lakeside/Rastrabank/Uttamchowk/Mustangchowk/Gharipatan,38,,4,Pokhara,1R,25000,,,,2,2,YES,NO,YES,NO,,,,,top floor,1,,,ACTIVE,2024-09-15T12:15:25.000Z,2024-09-15T12:15:25.000Z,,,,,
83,pending,3,3,563,FLAT,RESIDENTIAL,,,Bhadrakali/ward10/11/12,38,,4,Pokhara,1R,15000,,,,2,0,YES,NO,YES,YES,,,,,q,1,q,,ACTIVE,2024-09-15T12:17:26.000Z,2024-09-15T12:17:26.000Z,,,,,
84,pending,3,3,562,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,4,Pokhara,1R,15000,,,,1,2,YES,NO,NO,YES,,,,,s,1,,,ACTIVE,2024-09-15T12:18:26.000Z,2024-09-15T12:18:26.000Z,,,,,
85,pending,3,3,544,FLAT,TOURISM,,,Lakeside /Jarebar,38,,,Pokhara,1R,20000,,,,2,2,YES,NO,YES,YES,,,,,a,1,,,ACTIVE,2024-09-15T12:19:23.000Z,2024-09-15T12:19:23.000Z,,,,,
86,pending,3,3,584,ROOM,RESIDENTIAL,,,birauta,38,,4,Pokhara,3R,12000,,,,10,2,NO,NO,NO,NO,,,,,staff basne,1,,,ACTIVE,2024-09-18T13:24:57.000Z,2024-09-18T13:24:57.000Z,,,,,
87,pending,3,3,583,SHUTTER,RESIDENTIAL,,,Srijana Chowk,38,,4,Pokhara,1R,12000,,,,,,NO,NO,NO,NO,,,,,DHALAN ROOM,1,SHUTTER/ROOM,,ACTIVE,2024-09-18T13:26:15.000Z,2024-09-18T13:26:15.000Z,,,,,
88,pending,3,3,582,ROOM,RESIDENTIAL,,,Around Rangasala,38,,4,Pokhara,1R,10000,,,,2,2,NO,NO,NO,YES,,,,,s,1,staff basne,,ACTIVE,2024-09-18T13:27:31.000Z,2024-09-18T13:27:31.000Z,,,,,
89,pending,3,3,588,ROOM,RESIDENTIAL,,,Gairapatan/Siddharthachowk,38,,4,Pokhara,1R,12000,,,,2,2,YES,YES,YES,YES,,,,,w,1,,,ACTIVE,2024-09-20T10:05:34.000Z,2024-09-20T10:05:34.000Z,,,,,
90,pending,3,3,587,FLAT,RESIDENTIAL,,,Fulbari/Ranipauwa/Aarchalbot/Nadipur,38,,4,Pokhara,1R,20000,,,,2,2,NO,NO,YES,YES,,,,,2,1,,,ACTIVE,2024-09-20T10:07:13.000Z,2024-09-20T10:07:13.000Z,,,,,
91,pending,3,3,586,FLAT,RESIDENTIAL,,,Ranipauwa /fulbari,38,,4,Pokhara,1R,15000,,,,2,2,YES,NO,NO,YES,,,,,w,1,,,ACTIVE,2024-09-20T10:08:31.000Z,2024-09-20T10:08:31.000Z,,,,,
92,pending,3,3,585,FLAT,RESIDENTIAL,,,Sitaladevi/Ctevt,38,,4,Pokhara,1R,15000,,,,2,2,YES,NO,YES,YES,,,,,e,1,,,ACTIVE,2024-09-20T10:09:31.000Z,2024-09-20T10:09:31.000Z,,,,,
93,pending,3,3,612,FLAT,RESIDENTIAL,,,lakeside,38,,4,pokhara,1R,20000,,,,2,1,YES,NO,YES,YES,,,,,ws,1,,,ACTIVE,2024-09-22T13:39:04.000Z,2024-09-22T13:39:04.000Z,,,,,
94,pending,3,3,611,FLAT,RESIDENTIAL,,,fulbari,38,,4,pokhara,1R,14000,,,,2,2,YES,NO,NO,YES,,,,,e,1,e,,ACTIVE,2024-09-22T13:39:54.000Z,2024-09-22T13:39:54.000Z,,,,,
95,pending,3,3,610,FLAT,RESIDENTIAL,,,zero km,38,,4,pokhara,1R,16000,,,,2,2,NO,NO,NO,YES,,,,,2,1,w,,ACTIVE,2024-09-22T13:41:15.000Z,2024-09-22T13:41:15.000Z,,,,,
96,pending,3,3,609,ROOM,RESIDENTIAL,,,birauta,38,,4,pokhara,1R,7000,,,,1,1,NO,NO,NO,YES,,,,,e,1,,,ACTIVE,2024-09-22T13:42:45.000Z,2024-09-22T13:42:45.000Z,,,,,
97,pending,3,3,607,HOUSE,TOURISM,,,Lakeside,38,,4,pokhara,1R,30000,,,,2,1,NO,NO,NO,YES,,,,,f,1,,,ACTIVE,2024-09-22T13:43:37.000Z,2024-09-22T13:43:37.000Z,,,,,
98,pending,3,3,605,FLAT,RESIDENTIAL,,,Ratna Chowk /Simalchaur/Gairapatan/Newroad,38,,4,pokhara,1R,20000,,,,2,2,YES,NO,YES,YES,,,,,s,1,,,ACTIVE,2024-09-22T13:45:01.000Z,2024-09-22T13:45:01.000Z,,,,,
99,pending,3,3,193,FLAT,RESIDENTIAL,,,Ranipauwa,38,,4,pokhara,1BHK,15000,,,,1,2,YES,NO,NO,YES,,,,,s,1,w,,ACTIVE,2024-09-23T09:56:46.000Z,2024-09-23T09:56:46.000Z,,,,,
100,pending,3,3,623,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa/Buddhachowk,38,,4,pokhara,2BHK,16000,,,,2,2,NO,YES,NO,YES,,,,,e,1,,,ACTIVE,2024-09-23T09:57:52.000Z,2024-09-23T09:57:52.000Z,,,,,
101,pending,3,3,622,FLAT,RESIDENTIAL,,,Ranipauwa,38,,4,pokhara,3BHK,20000,,,,1,1,NO,NO,NO,YES,,,,,d,1,,,ACTIVE,2024-09-23T09:58:44.000Z,2024-09-23T09:58:44.000Z,,,,,
102,pending,3,3,621,FLAT,RESIDENTIAL,,,Ranipauwa,38,,4,pokhara,1R,20000,,,,1,2,NO,NO,NO,YES,,,,,w,1,,,ACTIVE,2024-09-23T09:59:52.000Z,2024-09-23T09:59:52.000Z,,,,,
103,pending,3,3,620,FLAT,RESIDENTIAL,,,Newroad/Nayabajar/Sabhagriha,38,,4,pokhara,1R,7000,,,,2,2,YES,NO,NO,YES,,,,,q,1,,,ACTIVE,2024-09-23T10:01:00.000Z,2024-09-23T10:01:00.000Z,,,,,
104,pending,3,3,641,SHUTTER,COMMERCIAL,,,Amarsingh,38,,4,pokhara,1R,0,,,,,,YES,NO,NO,YES,,,,,e,1,w,,ACTIVE,2024-09-24T12:59:58.000Z,2024-09-24T12:59:58.000Z,,,,,
105,pending,3,3,640,HOUSE,RESIDENTIAL,,,Srijana Chowk,38,,4,pokhara,1R,15000,,,,2,2,NO,YES,NO,YES,,,,,s,1,,,ACTIVE,2024-09-24T13:02:53.000Z,2024-09-24T13:02:53.000Z,,,,,
106,pending,3,3,639,FLAT,RESIDENTIAL,,,Nayabajar,38,,4,pokhara,1R,15000,,,,2,2,NO,NO,YES,NO,,,,,e,1,e,,ACTIVE,2024-09-24T13:04:57.000Z,2024-09-24T13:04:57.000Z,,,,,
107,pending,3,3,638,HOUSE,RESIDENTIAL,,,Fulbari /ranipauwa,38,,,pokhara,1R,15000,,,,2,2,NO,NO,NO,NO,,,,,w,1,,,ACTIVE,2024-09-24T13:06:25.000Z,2024-09-24T13:06:25.000Z,,,,,
108,pending,3,3,637,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,4,pokhara,1R,15000,,,,2,2,NO,NO,NO,YES,,,,,e,1,,,ACTIVE,2024-09-24T13:08:41.000Z,2024-09-24T13:08:41.000Z,,,,,
109,pending,3,3,636,FLAT,RESIDENTIAL,,,Ranipauwa,38,,4,pokhara,1R,14000,,,,2,2,NO,NO,NO,NO,,,,,e,1,,,ACTIVE,2024-09-24T13:12:26.000Z,2024-09-24T13:12:26.000Z,,,,,
110,pending,3,3,644,HOUSE,TOURISM,,,Fulbari /ranipauwa/Nayabajar/Newroad,38,,4,pokhara,3BHK,19000,,,,2,2,NO,NO,NO,NO,,,,,w,1,,,ACTIVE,2024-09-25T12:27:40.000Z,2024-09-26T12:23:17.000Z,,,,,
111,pending,3,3,673,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,4,pokhara,1BHK,13000,,,,1,0,YES,NO,NO,YES,,,,,c,1,x,,ACTIVE,2024-09-27T09:31:39.000Z,2024-09-27T09:31:39.000Z,,,,,
112,pending,3,3,683,ROOM,RESIDENTIAL,,,chhorepatan,38,,4,pokhara,1R,7000,,,,2,2,NO,NO,NO,NO,,,,,2,1,,,ACTIVE,2024-09-29T13:08:48.000Z,2024-09-29T13:08:48.000Z,,,,,
113,pending,3,3,682,FLAT,RESIDENTIAL,,,Ranipauwa/Gandaki hospital,38,,4,pokhara,1R,20000,,,,2,2,YES,NO,YES,YES,,,,,d,1,,,ACTIVE,2024-09-29T13:09:42.000Z,2024-09-29T13:09:42.000Z,,,,,
114,pending,3,3,692,HOUSE,RESIDENTIAL,,,Nayagau/Chauthe,38,,4,pokhara,1R,20000,,,,2,2,YES,NO,NO,YES,,,,,d,1,,,ACTIVE,2024-10-02T12:59:24.000Z,2024-10-02T12:59:24.000Z,,,,,
115,pending,3,3,700,ROOM,RESIDENTIAL,,,Ranipauwa/Fulbari/Bhadrakali,38,,4,Pokhara,1R,5000,,,,1,0,NO,NO,NO,YES,,,,,Eklai Basne,0,d,,ACTIVE,2024-10-04T13:16:53.000Z,2025-04-10T08:43:31.000Z,,,,,
116,pending,3,3,705,ROOM,RESIDENTIAL,,,Nadipur/Fulbari/Ranipauwa,38,,4,Pokhara,1R,7000,,,,2,1,NO,NO,NO,NO,,,,,se,1,,,ACTIVE,2024-10-04T13:17:50.000Z,2024-10-04T13:17:50.000Z,,,,,
117,pending,3,3,709,ROOM,RESIDENTIAL,,,Malepatan/Masbar/Zero,38,,4,Pokhara,1R,8000,,,,2,1,NO,NO,NO,NO,,,,,d,1,,,ACTIVE,2024-10-06T12:53:49.000Z,2024-10-06T12:53:49.000Z,,,,,
118,pending,3,3,709,ROOM,RESIDENTIAL,,,Malepatan/Masbar/Zero,38,,4,Pokhara,1R,8000,,,,2,1,NO,NO,NO,NO,,,,,d,1,,,ACTIVE,2024-10-06T12:53:50.000Z,2024-10-06T12:53:50.000Z,,,,,
119,pending,3,3,708,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,4,Pokhara,1R,16000,,,,2,2,NO,NO,NO,NO,,,,,w,1,,,ACTIVE,2024-10-06T12:54:59.000Z,2024-10-06T12:54:59.000Z,,,,,
120,pending,3,3,707,HOUSE,RESIDENTIAL,,,Chauthe,38,,4,Pokhara,1R,20000,,,,2,2,NO,NO,YES,YES,,,,,e,1,,,ACTIVE,2024-10-06T12:56:12.000Z,2024-10-06T12:56:12.000Z,,,,,
121,pending,3,3,729,OFFICE_SPACE,RESIDENTIAL,,,Pokhara,38,,4,Pokhara,3BHK,0,,,,,,NO,NO,NO,NO,,,,,official use,1,,,ACTIVE,2024-10-08T13:23:58.000Z,2024-10-08T13:23:58.000Z,,,,,
122,pending,3,3,730,ROOM,RESIDENTIAL,,,Chipledhunga/Zero,38,,4,Pokhara,1R,8000,,,,1,1,YES,NO,NO,NO,,,,,d,1,,,ACTIVE,2024-10-08T13:25:17.000Z,2024-10-08T13:25:17.000Z,,,,,
123,pending,3,3,755,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa/Dhikalethar/Hospitalchowk,38,,4,Pokhara,2BHK,15000,,,,2,1,YES,NO,NO,YES,,,,,s,1,,,ACTIVE,2024-10-20T13:33:53.000Z,2024-10-20T13:33:53.000Z,,,,,
124,pending,3,3,754,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa,38,,4,Pokhara,1R,18000,,,,2,2,YES,NO,NO,YES,,,,,s,1,,,ACTIVE,2024-10-20T13:34:52.000Z,2024-10-20T13:34:52.000Z,,,,,
125,pending,3,3,753,ROOM,RESIDENTIAL,,,Fulbari /ranipauwa,38,,4,Pokhara,2R,10000,,,,2,1,YES,NO,NO,YES,,,,,df,1,,,ACTIVE,2024-10-20T13:35:42.000Z,2024-10-20T13:35:42.000Z,,,,,
126,pending,3,3,752,FLAT,RESIDENTIAL,,,Fulbari /ranipauwa/Nayabajar/Newroad/Nadipur,38,,4,Pokhara,2BHK,15000,,,,2,2,NO,YES,NO,NO,,,,,e,1,,,ACTIVE,2024-10-20T13:36:42.000Z,2024-10-20T13:36:42.000Z,,,,,
127,pending,3,3,777,HOUSE,SEMI_COMMERCIAL,,,Ranipauwa/Fulbari/Matepani/Amarsingh,38,,4,Pokhara,1R,100000,,,,100,0,YES,NO,NO,YES,,,,,Libird office,1,,,ACTIVE,2024-10-24T10:51:28.000Z,2024-10-24T10:51:28.000Z,,,,,
128,pending,3,3,776,FLAT,RESIDENTIAL,,,bhadrakali/miyapatan/lamodahar/bajapatan,38,,4,Pokhara,1R,18000,,,,2,2,YES,NO,NO,YES,,,,,WW,1,,,ACTIVE,2024-10-24T10:52:32.000Z,2024-10-24T10:52:32.000Z,,,,,
129,pending,3,3,778,FLAT,RESIDENTIAL,,,Fulbari /Manipal,38,,4,Pokhara,3BHK,17000,,,,0,0,YES,NO,NO,NO,,,,,d,1,,,ACTIVE,2024-10-24T10:57:05.000Z,2024-10-24T10:57:05.000Z,,,,,
130,pending,3,3,802,FLAT,RESIDENTIAL,,,Ranipauwa/Fulbari/Gandaki hsptl side,38,,4,Pokhara,1R,16000,,,,2,2,YES,NO,YES,YES,,,,,student,1,,,ACTIVE,2024-11-05T09:06:43.000Z,2024-11-05T09:06:43.000Z,,,,,
131,pending,3,3,817,HOUSE,SEMI_COMMERCIAL,,,Newrosd/Mahendrapool/Rastrbank/Srijanachowk,38,224,4,Pokhara,1R,100000,,,,2,2,YES,NO,YES,YES,2,2,,,Residential/Godam kapda ko,1,,,ACTIVE,2024-11-14T08:53:54.000Z,2024-11-14T08:53:54.000Z,13,,,,
132,pending,3,3,838,FLAT,RESIDENTIAL,,,Bajhapatan Miyapatan Kudhahar,38,224,4,Pokhara,2BHK,18000,,,,2,2,YES,NO,YES,YES,,,,,w,1,,,ACTIVE,2024-11-19T07:49:43.000Z,2024-11-19T07:49:43.000Z,11,,,,
133,pending,3,3,870,FLAT,TOURISM,,,Fulbari,38,224,4,Pokhara,2BHK,18000,,,,2,2,YES,YES,NO,YES,,,,,i,1,,,COMPLETE,2024-11-24T12:08:40.000Z,2025-01-27T07:42:05.000Z,11,,,,
134,pending,3,3,883,FLAT,RESIDENTIAL,,,Bhadrakali,38,224,4,Pokhara,1R,15000,,,,2,2,YES,NO,NO,YES,,,,,d,1,,,ACTIVE,2024-11-27T11:30:29.000Z,2024-11-27T11:30:29.000Z,13,,,,
135,pending,3,3,884,FLAT,RESIDENTIAL,,,Ratnachowk,38,224,4,Pokhara,2BHK,15000,,,,2,2,NO,NO,NO,YES,,,,,t,1,,,ACTIVE,2024-11-28T07:23:46.000Z,2024-11-28T07:23:46.000Z,7,,,,
136,pending,3,3,885,ROOM,RESIDENTIAL,,,Amarsingh,38,224,4,Pokhara,1R,10000,,,,2,2,NO,NO,NO,YES,,,,,ddd,1,,,ACTIVE,2024-11-28T07:26:24.000Z,2024-11-28T07:26:24.000Z,10,,,,
137,pending,3,3,898,HOUSE,SEMI_COMMERCIAL,,,Fulbari/Ranipauwa/Sitaldevi,38,,,Pokhara,WHOLE_HOUSE,60000,,,,2,2,YES,NO,YES,YES,,,,,Guest house,1,Attached toilet,,ACTIVE,2024-12-02T11:55:17.000Z,2024-12-02T11:55:17.000Z,11,,,,
